,day,time,Apartment,max_request,total_DR,requests,response,count,cons,req_index,res_index,rel_index,contri_index,inconv,req_p,res_p,rel_p,contri_p,score
2769,5,09:30:00,14,5,90,46,7,0,81,51,15,48,0,0,52.04081632653061,15.306122448979592,51.61290322580645,0.0,29.73996050032916
2770,5,10:30:00,14,5,90,49,41,0,54,54,83,68,0,0,55.10204081632653,84.6938775510204,73.11827956989248,0.0,53.22854948430986
2771,5,11:30:00,14,5,90,52,2,0,44,57,3,23,0,0,58.16326530612245,3.061224489795918,24.731182795698924,0.0,21.48891814790432
2772,5,12:30:00,14,5,90,54,46,0,71,60,85,78,0,0,61.224489795918366,86.73469387755102,83.87096774193549,0.0,57.95753785385122
2773,5,13:30:00,14,5,90,40,27,0,42,44,67,54,0,0,44.89795918367347,68.36734693877551,58.064516129032256,0.0,42.83245556287031
2774,5,14:30:00,14,5,90,84,14,0,74,93,16,45,0,0,94.89795918367346,16.3265306122449,48.38709677419355,0.0,39.90289664252798
2775,5,15:30:00,14,5,90,45,4,0,83,50,8,45,0,0,51.02040816326531,8.16326530612245,48.38709677419355,0.0,26.892692560895327
2776,5,16:30:00,14,5,90,59,8,0,65,65,13,39,0,0,66.3265306122449,13.26530612244898,41.935483870967744,0.0,30.381830151415404
2777,5,17:30:00,14,5,90,79,33,0,78,87,41,59,0,0,88.77551020408163,41.83673469387755,63.44086021505376,0.0,48.51327627825324
2778,5,18:30:00,14,5,90,82,3,0,55,91,3,29,0,0,92.85714285714286,3.061224489795918,31.182795698924732,0.0,31.775290761465875
2779,5,19:30:00,14,5,90,44,36,0,52,48,81,66,0,0,48.97959183673469,82.65306122448979,70.96774193548387,0.0,50.65009874917709
2780,5,20:30:00,14,5,90,58,46,0,83,64,79,81,0,0,65.3061224489796,80.61224489795919,87.09677419354838,0.0,58.25378538512179
2781,5,21:30:00,14,5,90,47,10,0,63,52,21,42,0,0,53.06122448979592,21.428571428571427,45.16129032258065,0.0,29.912771560236997
2782,5,22:30:00,14,5,90,71,11,0,84,78,15,49,0,0,79.59183673469387,15.306122448979592,52.68817204301075,0.0,36.896532806671054
2783,5,23:30:00,14,5,90,56,21,0,41,62,37,39,0,0,63.265306122448976,37.755102040816325,41.935483870967744,0.0,35.73897300855826
2784,6,00:30:00,14,5,90,78,25,0,72,86,32,52,0,0,87.75510204081633,32.6530612244898,55.913978494623656,0.0,44.08053543998244
2785,6,01:30:00,14,5,90,50,10,0,48,55,20,34,0,0,56.12244897959184,20.408163265306122,36.55913978494624,0.0,28.272438007461048
2786,6,02:30:00,14,5,90,49,35,0,66,54,71,68,0,0,55.10204081632653,72.44897959183673,73.11827956989248,0.0,50.16732499451394
2787,6,03:30:00,14,5,90,64,48,0,41,71,75,58,0,0,72.44897959183673,76.53061224489795,62.365591397849464,0.0,52.83629580864604
2788,6,04:30:00,14,5,90,71,46,0,42,78,64,53,0,0,79.59183673469387,65.3061224489796,56.98924731182796,0.0,50.47180162387535
2789,6,05:30:00,14,5,90,51,29,0,87,56,56,71,0,0,57.142857142857146,57.142857142857146,76.34408602150538,0.0,47.65745007680491
2790,6,06:30:00,14,5,90,40,29,0,49,44,72,60,0,0,44.89795918367347,73.46938775510205,64.51612903225806,0.0,45.72086899275839
2791,6,07:30:00,14,5,90,71,30,0,61,78,42,51,0,0,79.59183673469387,42.857142857142854,54.83870967741935,0.0,44.32192231731402
2792,6,08:30:00,14,5,90,83,71,0,49,92,85,67,0,0,93.87755102040816,86.73469387755102,72.04301075268818,0.0,63.163813912661844
2793,6,09:30:00,14,5,90,76,56,0,76,84,73,74,0,0,85.71428571428571,74.48979591836735,79.56989247311827,0.0,59.943493526442836
2794,6,10:30:00,14,5,90,49,6,0,48,54,12,30,0,0,55.10204081632653,12.244897959183673,32.25806451612903,0.0,24.90125082290981
2795,6,11:30:00,14,5,90,81,79,0,62,90,97,79,0,0,91.83673469387755,98.9795918367347,84.94623655913979,0.0,68.940640772438
2796,6,12:30:00,14,5,90,66,60,0,86,73,90,88,0,0,74.48979591836735,91.83673469387755,94.6236559139785,0.0,65.23754663155584
2797,6,13:30:00,14,5,90,88,73,0,76,97,82,79,0,0,98.9795918367347,83.6734693877551,84.94623655913979,0.0,66.8998244459074
2798,6,14:30:00,14,5,90,68,18,0,81,75,26,53,0,0,76.53061224489795,26.53061224489796,56.98924731182796,0.0,40.01261795040597
2799,6,15:30:00,14,5,90,80,28,0,81,88,35,58,0,0,89.79591836734694,35.714285714285715,62.365591397849464,0.0,46.96894886987053
2800,6,16:30:00,14,5,90,69,4,0,67,76,5,36,0,0,77.55102040816327,5.1020408163265305,38.70967741935484,0.0,30.34068466096116
2801,6,17:30:00,14,5,90,73,18,0,78,81,24,51,0,0,82.65306122448979,24.489795918367346,54.83870967741935,0.0,40.495391705069125
2802,6,18:30:00,14,5,90,68,23,0,58,75,33,45,0,0,76.53061224489795,33.673469387755105,48.38709677419355,0.0,39.64779460171165
2803,6,19:30:00,14,5,90,43,25,0,50,47,58,54,0,0,47.95918367346939,59.183673469387756,58.064516129032256,0.0,41.30184331797235
2804,6,20:30:00,14,5,90,75,48,0,45,83,64,54,0,0,84.6938775510204,65.3061224489796,58.064516129032256,0.0,52.016129032258064
2805,6,21:30:00,14,5,90,64,44,0,72,71,68,70,0,0,72.44897959183673,69.38775510204081,75.26881720430107,0.0,54.27638797454466
2806,6,22:30:00,14,5,90,68,36,0,80,75,52,66,0,0,76.53061224489795,53.06122448979592,70.96774193548387,0.0,50.13989466754444
2807,6,23:30:00,14,5,90,85,72,0,84,94,84,84,0,0,95.91836734693878,85.71428571428571,90.3225806451613,0.0,67.98880842659645
2808,7,00:30:00,14,5,90,52,22,0,49,57,42,45,0,0,58.16326530612245,42.857142857142854,48.38709677419355,0.0,37.35187623436471
2809,7,01:30:00,14,5,90,88,12,0,71,97,13,42,0,0,98.9795918367347,13.26530612244898,45.16129032258065,0.0,39.351547070441086
2810,7,02:30:00,14,5,90,49,1,0,85,54,2,43,0,0,55.10204081632653,2.0408163265306123,46.236559139784944,0.0,25.84485407066052
2811,7,03:30:00,14,5,90,44,14,0,62,48,31,46,0,0,48.97959183673469,31.632653061224488,49.46236559139785,0.0,32.51865262233926
2812,7,04:30:00,14,5,90,75,14,0,57,83,18,37,0,0,84.6938775510204,18.367346938775512,39.784946236559136,0.0,35.71154268158877
2813,7,05:30:00,14,5,90,79,75,0,79,87,94,86,0,0,88.77551020408163,95.91836734693878,92.47311827956989,0.0,69.29174895764757
2814,7,06:30:00,14,5,90,59,42,0,82,65,71,76,0,0,66.3265306122449,72.44897959183673,81.72043010752688,0.0,55.12398507790212
2815,7,07:30:00,14,5,90,44,12,0,71,48,27,49,0,0,48.97959183673469,27.551020408163264,52.68817204301075,0.0,32.304696071977176
2816,7,08:30:00,14,5,90,78,27,0,73,86,34,53,0,0,87.75510204081633,34.69387755102041,56.98924731182796,0.0,44.85955672591617
2817,7,09:30:00,14,5,90,63,39,0,88,70,61,74,0,0,71.42857142857143,62.244897959183675,79.56989247311827,0.0,53.31084046521835
2818,7,10:30:00,14,5,90,75,41,0,57,83,54,55,0,0,84.6938775510204,55.10204081632653,59.13978494623656,0.0,49.73392582839587
2819,7,11:30:00,14,5,90,85,15,0,61,94,17,39,0,0,95.91836734693878,17.346938775510203,41.935483870967744,0.0,38.80019749835418
2820,7,12:30:00,14,5,90,47,12,0,57,52,25,41,0,0,53.06122448979592,25.510204081632654,44.086021505376344,0.0,30.66436251920123
2821,7,13:30:00,14,5,90,78,11,0,60,86,14,37,0,0,87.75510204081633,14.285714285714286,39.784946236559136,0.0,35.456440640772435
2822,7,14:30:00,14,5,90,72,6,0,53,80,8,30,0,0,81.63265306122449,8.16326530612245,32.25806451612903,0.0,30.513495720868992
2823,7,15:30:00,14,5,90,55,12,0,44,61,21,32,0,0,62.244897959183675,21.428571428571427,34.40860215053763,0.0,29.520517884573184
2824,7,16:30:00,14,5,90,48,40,0,51,53,83,67,0,0,54.08163265306123,84.6938775510204,72.04301075268818,0.0,52.704630239192454
2825,7,17:30:00,14,5,90,41,36,0,80,45,87,83,0,0,45.91836734693877,88.77551020408163,89.24731182795699,0.0,55.985297344744346
2826,7,18:30:00,14,5,90,45,6,0,69,50,13,41,0,0,51.02040816326531,13.26530612244898,44.086021505376344,0.0,27.092933947772657
2827,7,19:30:00,14,5,90,78,26,0,56,86,33,44,0,0,87.75510204081633,33.673469387755105,47.31182795698925,0.0,42.18509984639017
2828,7,20:30:00,14,5,90,45,43,0,85,50,95,90,0,0,51.02040816326531,96.93877551020408,96.7741935483871,0.0,61.18334430546412
2829,7,21:30:00,14,5,90,61,57,0,48,67,93,70,0,0,68.36734693877551,94.89795918367346,75.26881720430107,0.0,59.633530831687516
2830,7,22:30:00,14,5,90,50,5,0,64,55,10,37,0,0,56.12244897959184,10.204081632653061,39.784946236559136,0.0,26.527869212201008
2831,7,23:30:00,14,5,90,83,23,0,48,92,27,37,0,0,93.87755102040816,27.551020408163264,39.784946236559136,0.0,40.30337941628264
2832,8,00:30:00,14,5,90,49,45,0,84,54,91,87,0,0,55.10204081632653,92.85714285714286,93.54838709677419,0.0,60.376892692560894
2833,8,01:30:00,14,5,90,61,30,0,66,67,49,57,0,0,68.36734693877551,50.0,61.29032258064516,0.0,44.914417379855166
2834,8,02:30:00,14,5,90,69,60,0,56,76,86,71,0,0,77.55102040816327,87.75510204081633,76.34408602150538,0.0,60.412552117621246
2835,8,03:30:00,14,5,90,64,16,0,66,71,25,45,0,0,72.44897959183673,25.510204081632654,48.38709677419355,0.0,36.586570111915734
2836,8,04:30:00,14,5,90,58,2,0,53,64,3,28,0,0,65.3061224489796,3.061224489795918,30.107526881720432,0.0,24.618718455123986
2837,8,05:30:00,14,5,90,61,58,0,69,67,95,82,0,0,68.36734693877551,96.93877551020408,88.17204301075269,0.0,63.36954136493307
2838,8,06:30:00,14,5,90,45,11,0,59,50,24,41,0,0,51.02040816326531,24.489795918367346,44.086021505376344,0.0,29.89905639675225
2839,8,08:30:00,14,5,90,89,22,0,43,98,24,33,0,0,100.0,24.489795918367346,35.483870967741936,0.0,39.993416721527325
2840,8,09:30:00,14,5,90,54,9,0,70,60,16,43,0,0,61.224489795918366,16.3265306122449,46.236559139784944,0.0,30.946894886987053
2841,8,10:30:00,14,5,90,49,33,0,79,54,67,73,0,0,55.10204081632653,68.36734693877551,78.49462365591398,0.0,50.49100285275401
2842,8,11:30:00,14,5,90,86,39,0,83,95,45,64,0,0,96.93877551020408,45.91836734693877,68.81720430107526,0.0,52.918586789554524
2843,8,12:30:00,14,5,90,44,31,0,55,48,70,62,0,0,48.97959183673469,71.42857142857143,66.66666666666667,0.0,46.7687074829932
2844,8,13:30:00,14,5,90,61,57,0,86,67,93,89,0,0,68.36734693877551,94.89795918367346,95.6989247311828,0.0,64.74105771340794
2845,8,14:30:00,14,5,90,51,42,0,46,56,82,64,0,0,57.142857142857146,83.6734693877551,68.81720430107526,0.0,52.40838270792188
2846,8,15:30:00,14,5,90,47,36,0,45,52,76,60,0,0,53.06122448979592,77.55102040816327,64.51612903225806,0.0,48.782093482554316
2847,8,16:30:00,14,5,90,48,2,0,78,53,4,41,0,0,54.08163265306123,4.081632653061225,44.086021505376344,0.0,25.562321702874698
2848,8,17:30:00,14,5,90,70,8,0,78,77,11,44,0,0,78.57142857142857,11.224489795918368,47.31182795698925,0.0,34.276936581084044
2849,8,18:30:00,14,5,90,76,12,0,56,84,15,35,0,0,85.71428571428571,15.306122448979592,37.634408602150536,0.0,34.66370419135396
2850,8,19:30:00,14,5,90,48,16,0,71,53,33,52,0,0,54.08163265306123,33.673469387755105,55.913978494623656,0.0,35.91727013386
2851,8,20:30:00,14,5,90,44,5,0,49,48,11,30,0,0,48.97959183673469,11.224489795918368,32.25806451612903,0.0,23.115536537195524
2852,8,21:30:00,14,5,90,56,9,0,77,62,16,46,0,0,63.265306122448976,16.3265306122449,49.46236559139785,0.0,32.263550581522935
2853,8,22:30:00,14,5,90,66,29,0,44,73,43,43,0,0,74.48979591836735,43.87755102040816,46.236559139784944,0.0,41.15097651964011
2854,8,23:30:00,14,5,90,41,20,0,40,45,48,44,0,0,45.91836734693877,48.97959183673469,47.31182795698925,0.0,35.55244678516568
2855,9,00:30:00,14,5,90,56,45,0,81,62,80,80,0,0,63.265306122448976,81.63265306122449,86.02150537634408,0.0,57.72986614000439
2856,9,01:30:00,14,5,90,61,45,0,60,67,73,66,0,0,68.36734693877551,74.48979591836735,70.96774193548387,0.0,53.45622119815668
2857,9,02:30:00,14,5,90,69,64,0,77,76,92,84,0,0,77.55102040816327,93.87755102040816,90.3225806451613,0.0,65.43778801843318
2858,9,03:30:00,14,5,90,58,49,0,63,64,84,73,0,0,65.3061224489796,85.71428571428571,78.49462365591398,0.0,57.37875795479482
2859,9,04:30:00,14,5,90,58,1,0,78,64,1,39,0,0,65.3061224489796,1.0204081632653061,41.935483870967744,0.0,27.065503620803163
2860,9,05:30:00,14,5,90,79,10,0,62,87,12,37,0,0,88.77551020408163,12.244897959183673,39.784946236559136,0.0,35.20133859995611
2861,9,06:30:00,14,5,90,81,38,0,64,90,46,55,0,0,91.83673469387755,46.93877551020408,59.13978494623656,0.0,49.47882378757954
2862,9,07:30:00,14,5,90,60,45,0,79,66,75,77,0,0,67.34693877551021,76.53061224489795,82.79569892473118,0.0,56.66831248628484
2863,9,08:30:00,14,5,90,63,37,0,61,70,58,59,0,0,71.42857142857143,59.183673469387756,63.44086021505376,0.0,48.51327627825324
2864,9,09:30:00,14,5,90,78,14,0,64,86,17,40,0,0,87.75510204081633,17.346938775510203,43.01075268817204,0.0,37.02819837612464
2865,9,10:30:00,14,5,90,48,16,0,88,53,33,60,0,0,54.08163265306123,33.673469387755105,64.51612903225806,0.0,38.0678077682686
2866,9,11:30:00,14,5,90,83,61,0,81,92,73,77,0,0,93.87755102040816,74.48979591836735,82.79569892473118,0.0,62.79076146587668
2867,9,12:30:00,14,5,90,41,38,0,83,45,92,87,0,0,45.91836734693877,93.87755102040816,93.54838709677419,0.0,58.33607636603028
2868,9,13:30:00,14,5,90,61,36,0,43,67,59,51,0,0,68.36734693877551,60.204081632653065,54.83870967741935,0.0,45.852534562211986
2869,9,14:30:00,14,5,90,73,45,0,58,81,61,59,0,0,82.65306122448979,62.244897959183675,63.44086021505376,0.0,52.084704849681806
2870,9,15:30:00,14,5,90,55,18,0,75,61,32,53,0,0,62.244897959183675,32.6530612244898,56.98924731182796,0.0,37.97180162387536
2871,9,16:30:00,14,5,90,42,13,0,85,46,30,57,0,0,46.93877551020408,30.612244897959183,61.29032258064516,0.0,34.71033574720211
2872,9,17:30:00,14,5,90,49,41,0,75,54,83,79,0,0,55.10204081632653,84.6938775510204,84.94623655913979,0.0,56.18553873162168
2873,9,18:30:00,14,5,90,67,36,0,51,74,53,52,0,0,75.51020408163265,54.08163265306123,55.913978494623656,0.0,46.37645380732938
2874,9,19:30:00,14,5,90,69,17,0,43,76,24,33,0,0,77.55102040816327,24.489795918367346,35.483870967741936,0.0,34.38117182356814
2875,9,20:30:00,14,5,90,49,18,0,62,54,36,49,0,0,55.10204081632653,36.734693877551024,52.68817204301075,0.0,36.13122668422208
2876,9,21:30:00,14,5,90,73,14,0,62,81,19,40,0,0,82.65306122448979,19.387755102040817,43.01075268817204,0.0,36.26289225367566
2877,9,22:30:00,14,5,90,42,2,0,47,46,4,25,0,0,46.93877551020408,4.081632653061225,26.881720430107528,0.0,19.47553214834321
2878,9,23:30:00,14,5,90,82,1,0,88,91,1,44,0,0,92.85714285714286,1.0204081632653061,47.31182795698925,0.0,35.29734474434935
2879,10,00:30:00,14,5,90,76,66,0,63,84,86,74,0,0,85.71428571428571,87.75510204081633,79.56989247311827,0.0,63.25982005705508
2880,10,01:30:00,14,5,90,65,36,0,44,72,55,49,0,0,73.46938775510205,56.12244897959184,52.68817204301075,0.0,45.57000219442616
2881,10,02:30:00,14,5,90,60,38,0,87,66,63,75,0,0,67.34693877551021,64.28571428571429,80.64516129032258,0.0,53.06945358788677
2882,10,03:30:00,14,5,90,68,48,0,75,75,70,72,0,0,76.53061224489795,71.42857142857143,77.41935483870968,0.0,56.344634628044766
2883,8,07:30:00,14,5,90,88,45,0,84,97,51,67,0,0,98.9795918367347,52.04081632653061,72.04301075268818,0.0,55.76585472898837
2884,1,00:30:00,15,5,90,74,20,0,61,82,27,44,0,0,83.6734693877551,27.551020408163264,47.31182795698925,0.0,39.634079438226905
2885,1,01:30:00,15,5,90,70,12,0,42,77,17,29,0,0,78.57142857142857,17.346938775510203,31.182795698924732,0.0,31.775290761465875
2886,1,02:30:00,15,5,90,70,23,0,71,77,32,51,0,0,78.57142857142857,32.6530612244898,54.83870967741935,0.0,41.515799868334426
2887,1,03:30:00,15,5,90,83,45,0,48,92,54,51,0,0,93.87755102040816,55.10204081632653,54.83870967741935,0.0,50.95457537853851
2888,1,04:30:00,15,5,90,88,71,0,81,97,80,80,0,0,98.9795918367347,81.63265306122449,86.02150537634408,0.0,66.65843756857582
2889,1,05:30:00,15,5,90,65,30,0,82,72,46,64,0,0,73.46938775510205,46.93877551020408,68.81720430107526,0.0,47.30634189159535
2890,1,06:30:00,15,5,90,60,37,0,89,66,61,75,0,0,67.34693877551021,62.244897959183675,80.64516129032258,0.0,52.55924950625411
2891,1,07:30:00,15,5,90,62,52,0,74,68,83,78,0,0,69.38775510204081,84.6938775510204,83.87096774193549,0.0,59.48815009874918
2892,1,08:30:00,15,5,90,80,31,0,65,88,38,51,0,0,89.79591836734694,38.775510204081634,54.83870967741935,0.0,45.852534562211986
2893,1,09:30:00,15,5,90,63,31,0,48,70,49,48,0,0,71.42857142857143,50.0,51.61290322580645,0.0,43.26036866359447
2894,1,10:30:00,15,5,90,61,12,0,59,67,19,39,0,0,68.36734693877551,19.387755102040817,41.935483870967744,0.0,32.42264647794602
2895,1,11:30:00,15,5,90,89,65,0,60,98,73,66,0,0,100.0,74.48979591836735,70.96774193548387,0.0,61.364384463462805
2896,1,12:30:00,15,5,90,79,7,0,71,87,8,39,0,0,88.77551020408163,8.16326530612245,41.935483870967744,0.0,34.71856484529295
2897,1,13:30:00,15,5,90,83,17,0,50,92,20,35,0,0,93.87755102040816,20.408163265306122,37.634408602150536,0.0,37.9800307219662
2898,1,14:30:00,15,5,90,48,46,0,61,53,95,78,0,0,54.08163265306123,96.93877551020408,83.87096774193549,0.0,58.722843976300204
2899,1,15:30:00,15,5,90,44,35,0,76,48,79,77,0,0,48.97959183673469,80.61224489795919,82.79569892473118,0.0,53.096883914856264
2900,1,16:30:00,15,5,90,87,63,0,84,96,72,78,0,0,97.95918367346938,73.46938775510205,83.87096774193549,0.0,63.82488479262673
2901,1,17:30:00,15,5,90,72,56,0,51,80,77,64,0,0,81.63265306122449,78.57142857142857,68.81720430107526,0.0,57.25532148343208
2902,1,18:30:00,15,5,90,77,72,0,57,85,93,75,0,0,86.73469387755102,94.89795918367346,80.64516129032258,0.0,65.56945358788677
2903,1,19:30:00,15,5,90,57,34,0,72,63,59,65,0,0,64.28571428571429,60.204081632653065,69.89247311827957,0.0,48.595567259161726
2904,1,20:30:00,15,5,90,63,6,0,55,70,9,32,0,0,71.42857142857143,9.183673469387756,34.40860215053763,0.0,28.755211762124205
2905,1,21:30:00,15,5,90,42,38,0,63,46,90,76,0,0,46.93877551020408,91.83673469387755,81.72043010752688,0.0,55.123985077902134
2906,1,22:30:00,15,5,90,60,22,0,48,66,36,42,0,0,67.34693877551021,36.734693877551024,45.16129032258065,0.0,37.31073074391047
2907,1,23:30:00,15,5,90,47,13,0,83,52,27,55,0,0,53.06122448979592,27.551020408163264,59.13978494623656,0.0,34.93800746104894
2908,2,00:30:00,15,5,90,50,19,0,79,55,38,58,0,0,56.12244897959184,38.775510204081634,62.365591397849464,0.0,39.315887645380734
2909,2,01:30:00,15,5,90,86,61,0,42,95,70,56,0,0,96.93877551020408,71.42857142857143,60.215053763440864,0.0,57.145600175554094
2910,2,02:30:00,15,5,90,80,24,0,83,88,30,56,0,0,89.79591836734694,30.612244897959183,60.215053763440864,0.0,45.155804257186745
2911,2,03:30:00,15,5,90,64,55,0,59,71,85,72,0,0,72.44897959183673,86.73469387755102,77.41935483870968,0.0,59.150757077024366
2912,2,04:30:00,15,5,90,85,29,0,75,94,34,54,0,0,95.91836734693878,34.69387755102041,58.064516129032256,0.0,47.16919025674786
2913,2,05:30:00,15,5,90,44,22,0,60,48,50,55,0,0,48.97959183673469,51.02040816326531,59.13978494623656,0.0,39.78494623655914
2914,2,06:30:00,15,5,90,89,27,0,49,98,30,39,0,0,100.0,30.612244897959183,41.935483870967744,0.0,43.13693219223173
2915,2,07:30:00,15,5,90,49,24,0,47,54,48,47,0,0,55.10204081632653,48.97959183673469,50.53763440860215,0.0,38.654816765415845
2916,2,08:30:00,15,5,90,58,44,0,85,64,75,80,0,0,65.3061224489796,76.53061224489795,86.02150537634408,0.0,56.9645600175554
2917,2,09:30:00,15,5,90,66,64,0,76,73,96,86,0,0,74.48979591836735,97.95918367346938,92.47311827956989,0.0,66.23052446785165
2918,2,10:30:00,15,5,90,50,1,0,58,55,2,30,0,0,56.12244897959184,2.0408163265306123,32.25806451612903,0.0,22.60533245556287
2919,2,11:30:00,15,5,90,53,49,0,69,58,92,80,0,0,59.183673469387756,93.87755102040816,86.02150537634408,0.0,59.77068246653501
2920,2,12:30:00,15,5,90,78,62,0,76,86,79,77,0,0,87.75510204081633,80.61224489795919,82.79569892473118,0.0,62.79076146587667
2921,2,13:30:00,15,5,90,68,14,0,76,75,20,48,0,0,76.53061224489795,20.408163265306122,51.61290322580645,0.0,37.13791968400263
2922,2,14:30:00,15,5,90,85,47,0,82,94,55,68,0,0,95.91836734693878,56.12244897959184,73.11827956989248,0.0,56.28977397410577
2923,2,15:30:00,15,5,90,47,14,0,81,52,29,55,0,0,53.06122448979592,29.591836734693878,59.13978494623656,0.0,35.44821154268159
2924,2,16:30:00,15,5,90,77,33,0,71,85,42,56,0,0,86.73469387755102,42.857142857142854,60.215053763440864,0.0,47.45172262453369
2925,2,17:30:00,15,5,90,57,10,0,45,63,17,31,0,0,64.28571428571429,17.346938775510203,33.333333333333336,0.0,28.741496598639458
2926,2,18:30:00,15,5,90,52,9,0,74,57,17,45,0,0,58.16326530612245,17.346938775510203,48.38709677419355,0.0,30.974325213956547
2927,2,19:30:00,15,5,90,52,9,0,47,57,17,32,0,0,58.16326530612245,17.346938775510203,34.40860215053763,0.0,27.47970155804257
2928,2,20:30:00,15,5,90,61,58,0,70,67,95,82,0,0,68.36734693877551,96.93877551020408,88.17204301075269,0.0,63.36954136493307
2929,2,21:30:00,15,5,90,54,44,0,83,60,81,82,0,0,61.224489795918366,82.65306122448979,88.17204301075269,0.0,58.01239850779021
2930,2,22:30:00,15,5,90,54,8,0,81,60,14,47,0,0,61.224489795918366,14.285714285714286,50.53763440860215,0.0,31.5119596225587
2931,2,23:30:00,15,5,90,56,54,0,42,62,96,69,0,0,63.265306122448976,97.95918367346938,74.19354838709677,0.0,58.854509545753785
2932,3,00:30:00,15,5,90,68,48,0,54,75,70,62,0,0,76.53061224489795,71.42857142857143,66.66666666666667,0.0,53.656462585034014
2933,3,01:30:00,15,5,90,48,17,0,81,53,35,58,0,0,54.08163265306123,35.714285714285715,62.365591397849464,0.0,38.0403774412991
2934,3,02:30:00,15,5,90,67,24,0,57,74,35,46,0,0,75.51020408163265,35.714285714285715,49.46236559139785,0.0,40.17171384682905
2935,3,03:30:00,15,5,90,41,7,0,84,45,17,50,0,0,45.91836734693877,17.346938775510203,53.763440860215056,0.0,29.257186745666004
2936,3,04:30:00,15,5,90,61,30,0,87,67,49,68,0,0,68.36734693877551,50.0,73.11827956989248,0.0,47.871406627167
2937,3,05:30:00,15,5,90,87,66,0,62,96,75,68,0,0,97.95918367346938,76.53061224489795,73.11827956989248,0.0,61.90201887206496
2938,3,06:30:00,15,5,90,47,18,0,69,52,38,53,0,0,53.06122448979592,38.775510204081634,56.98924731182796,0.0,37.206495501426375
2939,3,07:30:00,15,5,90,69,67,0,69,76,97,83,0,0,77.55102040816327,98.9795918367347,89.24731182795699,0.0,66.44448101821374
2940,3,08:30:00,15,5,90,72,23,0,73,80,31,52,0,0,81.63265306122449,31.632653061224488,55.913978494623656,0.0,42.294821154268156
2941,3,09:30:00,15,5,90,83,77,0,64,92,92,78,0,0,93.87755102040816,93.87755102040816,83.87096774193549,0.0,67.90651744568795
2942,3,10:30:00,15,5,90,54,4,0,56,60,7,31,0,0,61.224489795918366,7.142857142857143,33.333333333333336,0.0,25.425170068027214
2943,3,11:30:00,15,5,90,86,30,0,77,95,34,55,0,0,96.93877551020408,34.69387755102041,59.13978494623656,0.0,47.693109501865266
2944,3,12:30:00,15,5,90,43,27,0,64,47,62,63,0,0,47.95918367346939,63.265306122448976,67.74193548387096,0.0,44.74160631994734
2945,3,13:30:00,15,5,90,41,6,0,75,45,14,44,0,0,45.91836734693877,14.285714285714286,47.31182795698925,0.0,26.878977397410576
2946,3,14:30:00,15,5,90,76,62,0,64,84,81,72,0,0,85.71428571428571,82.65306122448979,77.41935483870968,0.0,61.446675444371294
2947,3,15:30:00,15,5,90,69,66,0,56,76,95,75,0,0,77.55102040816327,96.93877551020408,80.64516129032258,0.0,63.78373930217248
2948,3,16:30:00,15,5,90,73,21,0,69,81,28,48,0,0,82.65306122448979,28.571428571428573,51.61290322580645,0.0,40.7093482554312
2949,3,17:30:00,15,5,90,69,59,0,46,76,85,65,0,0,77.55102040816327,86.73469387755102,69.89247311827957,0.0,58.54454685099846
2950,3,18:30:00,15,5,90,73,24,0,48,81,32,40,0,0,82.65306122448979,32.6530612244898,43.01075268817204,0.0,39.5792187842879
2951,3,19:30:00,15,5,90,46,45,0,59,51,97,78,0,0,52.04081632653061,98.9795918367347,83.87096774193549,0.0,58.7228439763002
2952,3,20:30:00,15,5,90,65,14,0,75,72,21,48,0,0,73.46938775510205,21.428571428571427,51.61290322580645,0.0,36.62771560236998
2953,3,21:30:00,15,5,90,50,8,0,80,55,16,48,0,0,56.12244897959184,16.3265306122449,51.61290322580645,0.0,31.015470704410795
2954,3,22:30:00,15,5,90,80,9,0,75,88,11,43,0,0,89.79591836734694,11.224489795918368,46.236559139784944,0.0,36.814241825762565
2955,3,23:30:00,15,5,90,70,39,0,77,77,55,66,0,0,78.57142857142857,56.12244897959184,70.96774193548387,0.0,51.415404871626066
2956,4,00:30:00,15,5,90,70,10,0,68,77,14,41,0,0,78.57142857142857,14.285714285714286,44.086021505376344,0.0,34.2357910906298
2957,4,01:30:00,15,5,90,64,10,0,82,71,15,48,0,0,72.44897959183673,15.306122448979592,51.61290322580645,0.0,34.8420013166557
2958,4,02:30:00,15,5,90,52,16,0,88,57,30,59,0,0,58.16326530612245,30.612244897959183,63.44086021505376,0.0,38.05409260478385
2959,4,03:30:00,15,5,90,63,1,0,51,70,1,26,0,0,71.42857142857143,1.0204081632653061,27.956989247311828,0.0,25.10149220978714
2960,4,04:30:00,15,5,90,72,1,0,58,80,1,29,0,0,81.63265306122449,1.0204081632653061,31.182795698924732,0.0,28.45896423085363
2961,4,05:30:00,15,5,90,68,46,0,40,75,67,53,0,0,76.53061224489795,68.36734693877551,56.98924731182796,0.0,50.47180162387536
2962,4,06:30:00,15,5,90,42,26,0,77,46,61,69,0,0,46.93877551020408,62.244897959183675,74.19354838709677,0.0,45.844305464121135
2963,4,07:30:00,15,5,90,80,4,0,63,88,5,34,0,0,89.79591836734694,5.1020408163265305,36.55913978494624,0.0,32.864274742154926
2964,4,08:30:00,15,5,90,57,32,0,72,63,56,64,0,0,64.28571428571429,57.142857142857146,68.81720430107526,0.0,47.56144393241168
